Id,SalePrice
1637,209896
1638,186256
1639,183488
1640,245894
1641,175511
1642,259764
1643,220114
1644,245276
1645,210037
1646,162485
1647,160667
1648,129972
1649,145134
1650,116798
1651,122439
1652,100168
1653,102675
1654,147499
1655,132671
1656,140040
1657,151799
1658,149684
1659,124247
1660,155035
1661,427651
1662,407941
1663,371626
1664,442280
1665,314231
1666,306601
1667,380047
1668,352378
1669,309022
1670,343899
1671,255574
1672,411888
1673,290828
1674,246627
1675,192830
1676,188362
1677,207973
1678,453138
1679,390499
1680,311733
1681,243056
1682,321309
1683,190764
1684,177536
1685,175012
1686,174642
1687,166338
1688,185454
1689,188796
1690,198158
1691,192000
1692,270945
1693,172900
1694,187142
1695,175153
1696,283281
1697,175147
1698,339766
1699,326610
1700,255423
1701,267820
1702,226008
1703,232249
1704,265918
1705,243640
1706,248217
1707,213591
1708,204292
1709,261372
1710,226170
1711,282363
1712,253300
1713,274568
1714,228649
1715,215399
1716,182063
1717,186575
1718,138462
1719,200565
1720,213919
1721,156228
1722,120594
1723,150118
1724,200563
1725,248047
1726,185188
1727,149477
1728,172295
1729,170219
1730,141396
1731,113480
1732,131767
1733,105721
1734,130259
1735,125882
1736,105839
1737,307715
1738,246517
1739,239525
1740,207276
1741,186236
1742,172753
1743,181485
1744,334820
1745,216483
1746,196321
1747,208393
1748,223932
1749,146569
1750,120890
1751,262180
1752,114174
1753,147139
1754,191743
1755,160561
1756,135021
1757,121854
1758,149089
1759,157785
1760,164243
1761,141160
1762,180354
1763,181585
1764,116125
1765,135148
1766,184968
1767,206773
1768,141209
1769,168470
1770,156898
1771,117925
1772,131275
1773,127636
1774,135899
1775,146443
1776,134023
1777,113467
1778,137482
1779,131524
1780,162542
1781,123722
1782,91678
1783,143512
1784,105573
1785,121437
1786,169256
1787,153701
1788,64725
1789,101257
1790,89340
1791,194358
1792,154160
1793,121524
1794,152359
1795,130828
1796,148993
1797,112710
1798,122930
1799,107333
1800,132978
1801,125331
1802,143105
1803,151255
1804,131233
1805,137774
1806,134527
1807,126977
1808,120259
1809,113494
1810,140624
1811,84992
1812,97435
1813,130677
1814,118651
1815,65575
1816,101001
1817,104082
1818,125776
1819,131562
1820,57393
1821,119380
1822,158612
1823,55277
1824,123147
1825,139927
1826,107673
1827,102713
1828,129190
1829,134322
1830,137952
1831,138739
1832,57022
1833,130839
1834,117970
1835,107124
1836,121486
1837,78195
1838,118180
1839,130311
1840,155953
1841,120795
1842,109106
1843,127937
1844,157257
1845,146421
1846,148524
1847,168744
1848,59117
1849,105357
1850,115922
1851,133497
1852,139886
1853,119753
1854,153063
1855,148510
1856,222393
1857,123777
1858,152175
1859,121902
1860,168927
1861,124197
1862,364524
1863,345359
1864,344648
1865,331498
1866,330999
1867,225644
1868,278397
1869,205299
1870,220516
1871,265349
1872,172074
1873,232039
1874,152139
1875,186429
1876,203733
1877,203931
1878,202653
1879,130701
1880,129537
1881,245342
1882,235036
1883,184580
1884,200359
1885,202779
1886,273332
1887,211373
1888,259159
1889,168544
1890,109093
1891,121821
1892,101461
1893,130061
1894,116579
1895,126048
1896,134327
1897,123714
1898,109561
1899,167849
1900,150371
1901,177072
1902,156234
1903,243200
1904,143069
1905,186894
1906,111942
1907,185191
1908,108291
1909,135972
1910,120627
1911,223247
1912,327203
1913,140385
1914,62905
1915,314263
1916,72143
1917,226632
1918,138095
1919,166122
1920,154043
1921,370376
1922,326656
1923,235878
1924,230960
1925,197345
1926,367879
1927,128185
1928,155471
1929,113902
1930,133055
1931,136198
1932,139005
1933,185491
1934,173895
1935,170510
1936,189768
1937,188578
1938,169403
1939,265194
1940,196836
1941,166037
1942,165181
1943,227485
1944,424276
1945,407328
1946,127620
1947,200970
1948,168553
1949,239952
1950,174537
1951,235518
1952,188171
1953,171679
1954,179759
1955,123365
1956,352913
1957,145634
1958,265285
1959,136839
1960,110811
1961,132941
1962,96508
1963,102449
1964,104961
1965,143721
1966,136741
1967,296131
1968,412937
1969,357402
1970,412157
1971,500480
1972,383127
1973,285518
1974,352404
1975,623372
1976,265482
1977,344937
1978,354892
1979,305514
1980,186875
1981,322614
1982,216045
1983,209827
1984,172578
1985,222782
1986,206259
1987,185127
1988,172378
1989,186730
1990,206536
1991,225100
1992,212711
1993,175226
1994,221486
1995,178823
1996,251717
1997,300364
1998,274815
1999,301974
2000,323160
2001,283911
2002,239170
2003,241347
2004,280361
2005,223387
2006,229482
2007,246473
2008,223662
2009,198931
2010,185903
2011,136074
2012,171191
2013,177694
2014,185392
2015,209763
2016,193097
2017,191203
2018,118738
2019,139513
2020,91389
2021,104399
2022,195995
2023,143695
2024,291212
2025,366199
2026,182271
2027,170748
2028,152721
2029,172121
2030,257020
2031,234851
2032,255583
2033,246314
2034,183599
2035,224883
2036,203503
2037,233753
2038,322542
2039,238616
2040,341681
2041,297265
2042,209178
2043,170996
2044,176765
2045,196924
2046,159092
2047,137173
2048,148879
2049,141557
2050,167689
2051,100705
2052,126420
2053,150543
2054,101434
2055,145821
2056,150055
2057,109705
2058,195482
2059,134447
2060,168497
2061,167220
2062,125756
2063,123209
2064,134101
2065,111230
2066,159985
2067,103066
2068,145626
2069,77424
2070,116818
2071,105112
2072,145506
2073,128218
2074,160685
2075,156612
2076,122233
2077,164217
2078,123214
2079,130844
2080,123814
2081,133502
2082,116021
2083,146962
2084,115065
2085,114816
2086,108780
2087,117932
2088,91753
2089,93220
2090,129799
2091,107841
2092,114787
2093,98369
2094,104656
2095,162505
2096,95594
2097,103004
2098,156029
2099,63148
2100,61582
2101,118503
2102,114181
2103,111365
2104,128966
2105,129044
2106,74366
2107,173865
2108,117460
2109,110234
2110,98152
2111,123995
2112,139546
2113,129647
2114,124824
2115,163753
2116,118001
2117,141444
2118,123698
2119,111335
2120,120252
2121,102713
2122,116151
2123,93149
2124,157355
2125,121775
2126,151156
2127,176191
2128,124884
2129,89430
2130,127998
2131,148900
2132,100435
2133,117027
2134,115800
2135,112393
2136,68073
2137,101370
2138,129075
2139,147385
2140,140404
2141,172521
2142,122942
2143,148909
2144,143571
2145,139458
2146,163272
2147,143413
2148,132955
2149,141073
2150,238765
2151,126945
2152,166008
2153,168581
2154,97453
2155,136190
2156,236713
2157,228503
2158,250509
2159,212437
2160,180107
2161,236608
2162,387836
2163,337693
2164,251835
2165,206670
2166,162602
2167,219606
2168,190818
2169,190709
2170,204881
2171,162704
2172,139208
2173,194671
2174,218955
2175,275931
2176,321377
2177,248017
2178,203989
2179,134127
2180,187974
2181,191498
2182,227872
2183,194452
2184,115518
2185,121282
2186,143017
2187,159885
2188,155113
2189,288964
2190,79321
2191,64457
2192,82879
2193,109861
2194,101029
2195,95577
2196,102303
2197,130881
2198,153455
2199,196355
2200,138583
2201,146600
2202,217012
2203,135921
2204,178891
2205,128091
2206,134718
2207,254281
2208,260612
2209,248100
2210,121959
2211,120378
2212,127713
2213,107152
2214,119206
2215,107194
2216,137121
2217,72349
2218,66376
2219,72795
2220,62665
2221,316186
2222,287135
2223,283440
2224,210372
2225,126710
2226,176062
2227,190507
2228,275425
2229,246405
2230,154827
2231,215359
2232,187028
2233,182095
2234,244795
2235,220029
2236,246007
2237,302629
2238,216791
2239,100734
2240,153222
2241,150984
2242,111415
2243,123920
2244,98753
2245,99068
2246,136403
2247,110568
2248,125309
2249,121789
2250,130620
2251,105628
2252,170134
2253,160322
2254,182770
2255,183220
2256,172194
2257,222895
2258,162942
2259,177230
2260,172043
2261,216305
2262,225035
2263,401971
2264,542216
2265,151114
2266,309485
2267,356418
2268,415233
2269,156804
2270,197038
2271,205442
2272,187522
2273,154911
2274,180861
2275,141647
2276,192494
2277,173805
2278,149255
2279,143272
2280,105138
2281,158531
2282,173388
2283,108834
2284,115700
2285,134609
2286,124283
2287,362175
2288,291701
2289,349460
2290,469645
2291,346410
2292,435300
2293,468377
2294,418840
2295,520840
2296,259075
2297,367146
2298,357080
2299,370322
2300,326842
2301,333008
2302,253664
2303,255785
2304,248286
2305,195453
2306,188173
2307,201924
2308,230348
2309,277728
2310,215488
2311,210554
2312,171814
2313,173219
2314,173141
2315,183125
2316,198198
2317,185869
2318,179328
2319,185055
2320,189291
2321,234078
2322,189815
2323,190738
2324,190702
2325,214278
2326,181687
2327,202294
2328,219870
2329,197383
2330,187730
2331,333145
2332,420390
2333,323176
2334,252498
2335,295781
2336,300294
2337,188577
2338,248452
2339,211190
2340,361342
2341,206023
2342,232350
2343,228762
2344,214018
2345,222095
2346,223637
2347,200617
2348,245076
2349,181835
2350,307262
2351,250142
2352,241017
2353,247974
2354,143119
2355,144015
2356,146905
2357,186784
2358,195938
2359,130156
2360,119563
2361,149623
2362,250382
2363,144936
2364,165926
2365,209233
2366,198479
2367,223260
2368,218490
2369,215438
2370,175117
2371,166673
2372,201609
2373,303745
2374,333175
2375,239102
2376,288744
2377,328836
2378,165481
2379,199409
2380,141714
2381,170830
2382,209162
2383,194078
2384,234536
2385,163867
2386,129416
2387,131117
2388,98325
2389,114869
2390,159047
2391,144531
2392,119854
2393,171187
2394,141827
2395,216186
2396,136598
2397,206353
2398,130027
2399,66786
2400,78277
2401,140521
2402,129568
2403,145701
2404,149641
2405,147858
2406,147539
2407,129850
2408,145055
2409,120717
2410,169886
2411,116221
2412,150178
2413,130486
2414,155190
2415,131355
2416,127203
2417,135080
2418,140492
2419,130731
2420,125606
2421,113162
2422,99271
2423,105764
2424,158370
2425,170578
2426,116492
2427,120670
2428,178405
2429,115139
2430,130780
2431,110308
2432,153759
2433,148973
2434,140406
2435,146392
2436,114561
2437,101158
2438,127235
2439,94395
2440,130285
2441,91024
2442,103287
2443,130430
2444,112172
2445,91809
2446,126623
2447,157605
2448,130773
2449,117150
2450,155611
2451,114545
2452,202014
2453,96310
2454,102862
2455,103129
2456,134399
2457,146420
2458,136841
2459,111759
2460,145592
2461,135780
2462,130869
2463,130799
2464,167818
2465,131964
2466,131654
2467,123106
2468,98308
2469,92725
2470,189265
2471,214734
2472,146613
2473,126193
2474,78573
2475,201066
2476,122147
2477,120803
2478,143038
2479,104982
2480,144995
2481,116888
2482,117023
2483,108535
2484,116571
2485,126995
2486,136852
2487,161118
2488,172207
2489,156537
2490,136711
2491,85524
2492,194087
2493,146171
2494,135566
2495,81639
2496,231011
2497,150128
2498,122686
2499,86144
2500,118000
2501,141961
2502,137568
2503,98661
2504,155860
2505,232828
2506,246902
2507,281254
2508,248901
2509,218581
2510,222489
2511,172611
2512,205863
2513,208227
2514,286093
2515,156317
2516,181619
2517,156243
2518,157891
2519,250005
2520,232078
2521,183809
2522,218338
2523,113056
2524,139960
2525,146717
2526,155656
2527,126138
2528,142219
2529,150952
2530,138497
2531,243664
2532,223822
2533,194152
2534,225057
2535,272630
2536,220557
2537,242193
2538,184053
2539,184070
2540,180790
2541,180727
2542,158512
2543,116801
2544,114323
2545,125753
2546,120505
2547,137244
2548,149668
2549,149491
2550,781866
2551,140760
2552,131280
2553,75782
2554,84542
2555,117041
2556,101312
2557,102804
2558,118703
2559,133741
2560,164689
2561,161074
2562,140249
2563,153181
2564,216590
2565,161027
2566,170916
2567,137867
2568,202726
2569,246024
2570,114487
2571,200829
2572,135366
2573,211167
2574,365793
2575,133270
2576,106935
2577,145040
2578,79540
2579,56462
2580,78569
2581,100836
2582,113506
2583,266023
2584,159415
2585,187560
2586,210076
2587,201372
2588,145078
2589,151050
2590,196979
2591,222665
2592,209342
2593,221335
2594,185547
2595,208977
2596,267511
2597,194449
2598,292514
2599,306789
2600,101453
2601,135787
2602,83159
2603,89693
2604,88068
2605,80857
2606,140668
2607,217294
2608,188128
2609,174046
2610,106360
2611,122296
2612,162341
2613,132151
2614,131643
2615,150896
2616,144422
2617,181423
2618,188015
2619,181832
2620,190504
2621,175694
2622,175722
2623,239787
2624,312744
2625,302079
2626,176211
2627,177957
2628,527190
2629,612794
2630,431218
2631,523038
2632,446755
2633,306808
2634,452543
2635,147634
2636,173074
2637,187465
2638,258691
2639,176251
2640,145336
2641,111964
2642,175078
2643,110227
2644,118949
2645,111763
2646,97745
2647,102627
2648,139866
2649,158108
2650,123643
2651,142210
2652,413172
2653,247092
2654,271803
2655,394345
2656,324301
2657,343739
2658,324985
2659,321875
2660,382637
2661,339953
2662,351630
2663,285666
2664,277997
2665,321389
2666,274822
2667,177030
2668,181987
2669,176371
2670,269849
2671,184740
2672,197766
2673,193514
2674,190273
2675,181726
2676,191194
2677,196482
2678,235897
2679,272852
2680,283525
2681,415049
2682,328152
2683,602336
2684,300583
2685,333295
2686,240506
2687,307852
2688,208005
2689,213818
2690,407150
2691,193466
2692,142722
2693,198511
2694,132943
2695,187945
2696,181480
2697,179348
2698,195735
2699,158368
2700,147137
2701,148658
2702,116247
2703,128660
2704,134629
2705,118566
2706,107413
2707,118792
2708,129841
2709,99237
2710,124457
2711,202713
2712,419220
2713,175094
2714,158282
2715,166003
2716,146126
2717,188956
2718,232111
2719,161914
2720,171689
2721,133606
2722,154210
2723,146253
2724,128590
2725,126622
2726,140829
2727,171627
2728,186529
2729,150534
2730,142579
2731,134252
2732,128911
2733,149472
2734,131056
2735,135450
2736,135606
2737,117504
2738,129871
2739,151514
2740,136284
2741,142147
2742,161893
2743,145158
2744,160814
2745,146788
2746,137220
2747,151739
2748,125816
2749,127823
2750,112522
2751,132336
2752,191350
2753,142598
2754,225469
2755,145875
2756,103331
2757,73648
2758,99257
2759,163923
2760,133128
2761,136191
2762,139165
2763,185659
2764,136711
2765,285292
2766,120429
2767,89151
2768,112580
2769,134277
2770,135545
2771,104984
2772,103110
2773,193126
2774,145524
2775,111743
2776,147436
2777,161967
2778,106466
2779,124346
2780,87337
2781,97027
2782,106812
2783,90717
2784,131467
2785,146148
2786,78649
2787,126975
2788,83605
2789,180087
2790,88107
2791,110325
2792,58937
2793,116648
2794,112167
2795,117869
2796,103714
2797,221493
2798,98956
2799,93235
2800,70869
2801,107762
2802,123077
2803,164520
2804,114037
2805,95759
2806,91255
2807,186266
2808,148567
2809,118769
2810,122809
2811,159158
2812,170004
2813,159863
2814,161584
2815,99012
2816,201238
2817,161508
2818,131608
2819,185218
2820,139455
2821,110307
2822,168939
2823,372932
2824,163006
2825,137783
2826,130369
2827,135783
2828,207889
2829,207266
2830,217061
2831,174839
2832,226431
2833,300288
2834,219505
2835,224891
2836,186842
2837,149667
2838,153487
2839,172702
2840,205353
2841,199042
2842,222451
2843,151379
2844,169149
2845,126616
2846,205088
2847,225242
2848,198118
2849,195903
2850,270910
2851,204789
2852,231308
2853,236101
2854,139409
2855,199811
2856,192301
2857,187764
2858,197122
2859,99416
2860,146372
2861,115538
2862,178557
2863,127612
2864,251602
2865,140035
2866,135942
2867,117463
2868,91245
2869,95815
2870,114820
2871,90500
2872,66960
2873,100083
2874,138915
2875,116081
2876,165764
2877,151333
2878,163947
2879,122779
2880,112784
2881,134961
2882,176133
2883,200009
2884,190156
2885,180187
2886,238799
2887,96531
2888,142725
2889,66333
2890,88034
2891,131956
2892,42689
2893,64793
2894,52272
2895,333435
2896,285495
2897,207095
2898,136389
2899,210058
2900,154160
2901,205793
2902,155761
2903,324277
2904,330846
2905,78204
2906,188021
2907,107778
2908,138280
2909,143456
2910,76524
2911,85031
2912,146756
2913,84358
2914,74545
2915,80782
2916,88460
2917,161979
2918,114975
2919,220360
